Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date,State
855,Agra,Achhnera,Onion,Other,FAQ,3761,5317,4336,08-Nov-25,Uttar Pradesh
856,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3678,5022,4385,09-Nov-25,Rajasthan
857,Pune,Pune,Onion,Other,FAQ,3806,4900,4355,09-Nov-25,Maharashtra
858,Agra,Achhnera,Onion,Other,FAQ,3452,4859,4290,09-Nov-25,Uttar Pradesh
859,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3650,4605,4104,10-Nov-25,Rajasthan
860,Pune,Pune,Onion,Other,FAQ,3685,5008,4228,10-Nov-25,Maharashtra
861,Agra,Achhnera,Onion,Other,FAQ,3353,4562,4112,10-Nov-25,Uttar Pradesh
862,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3669,4962,4277,11-Nov-25,Rajasthan
863,Pune,Pune,Onion,Other,FAQ,3620,5171,4160,11-Nov-25,Maharashtra
864,Agra,Achhnera,Onion,Other,FAQ,3610,5039,4386,11-Nov-25,Uttar Pradesh
865,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3670,4858,4230,12-Nov-25,Rajasthan
866,Pune,Pune,Onion,Other,FAQ,3376,4833,4104,12-Nov-25,Maharashtra
867,Agra,Achhnera,Onion,Other,FAQ,3848,5476,4555,12-Nov-25,Uttar Pradesh
868,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3613,5144,4241,13-Nov-25,Rajasthan
869,Pune,Pune,Onion,Other,FAQ,3467,5169,4245,13-Nov-25,Maharashtra
870,Agra,Achhnera,Onion,Other,FAQ,3618,4726,4106,13-Nov-25,Uttar Pradesh
871,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3383,4682,4022,14-Nov-25,Rajasthan
872,Pune,Pune,Onion,Other,FAQ,3618,5304,4338,14-Nov-25,Maharashtra
873,Agra,Achhnera,Onion,Other,FAQ,3350,5088,4083,14-Nov-25,Uttar Pradesh
874,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3798,4947,4282,15-Nov-25,Rajasthan
875,Pune,Pune,Onion,Other,FAQ,3513,4799,4165,15-Nov-25,Maharashtra
876,Agra,Achhnera,Onion,Other,FAQ,3395,5161,4220,15-Nov-25,Uttar Pradesh
877,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3606,5141,4235,16-Nov-25,Rajasthan
878,Pune,Pune,Onion,Other,FAQ,3607,5132,4110,16-Nov-25,Maharashtra
879,Agra,Achhnera,Onion,Other,FAQ,3438,4971,4187,16-Nov-25,Uttar Pradesh
880,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3508,5292,4238,17-Nov-25,Rajasthan
881,Pune,Pune,Onion,Other,FAQ,3564,5103,4292,17-Nov-25,Maharashtra
882,Agra,Achhnera,Onion,Other,FAQ,3691,5332,4329,17-Nov-25,Uttar Pradesh
883,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3752,5266,4361,18-Nov-25,Rajasthan
884,Pune,Pune,Onion,Other,FAQ,3637,5152,4162,18-Nov-25,Maharashtra
885,Agra,Achhnera,Onion,Other,FAQ,3491,5126,4286,18-Nov-25,Uttar Pradesh
886,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3354,4647,4123,19-Nov-25,Rajasthan
887,Pune,Pune,Onion,Other,FAQ,3822,5133,4300,19-Nov-25,Maharashtra
888,Agra,Achhnera,Onion,Other,FAQ,3715,5098,4303,19-Nov-25,Uttar Pradesh
889,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3297,4532,4120,20-Nov-25,Rajasthan
890,Pune,Pune,Onion,Other,FAQ,3880,5314,4354,20-Nov-25,Maharashtra
891,Agra,Achhnera,Onion,Other,FAQ,3360,4892,4117,20-Nov-25,Uttar Pradesh
892,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3580,5244,4267,21-Nov-25,Rajasthan
893,Pune,Pune,Onion,Other,FAQ,3662,4915,4338,21-Nov-25,Maharashtra
894,Agra,Achhnera,Onion,Other,FAQ,3476,5040,4154,21-Nov-25,Uttar Pradesh
895,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3550,4815,4098,22-Nov-25,Rajasthan
896,Pune,Pune,Onion,Other,FAQ,3786,4752,4265,22-Nov-25,Maharashtra
897,Agra,Achhnera,Onion,Other,FAQ,3668,4858,4124,22-Nov-25,Uttar Pradesh
898,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3427,4827,4185,23-Nov-25,Rajasthan
899,Pune,Pune,Onion,Other,FAQ,3544,4519,4029,23-Nov-25,Maharashtra
900,Agra,Achhnera,Onion,Other,FAQ,3832,5261,4487,23-Nov-25,Uttar Pradesh
901,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3851,5003,4352,24-Nov-25,Rajasthan
902,Pune,Pune,Onion,Other,FAQ,3780,5076,4253,24-Nov-25,Maharashtra
903,Agra,Achhnera,Onion,Other,FAQ,3386,4916,4211,24-Nov-25,Uttar Pradesh
904,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3683,5055,4372,25-Nov-25,Rajasthan
905,Pune,Pune,Onion,Other,FAQ,3706,5120,4270,25-Nov-25,Maharashtra
906,Agra,Achhnera,Onion,Other,FAQ,3456,5008,4144,25-Nov-25,Uttar Pradesh
907,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3258,4830,4055,26-Nov-25,Rajasthan
908,Pune,Pune,Onion,Other,FAQ,3646,5128,4321,26-Nov-25,Maharashtra
909,Agra,Achhnera,Onion,Other,FAQ,3628,4876,4194,26-Nov-25,Uttar Pradesh
910,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3828,5065,4576,27-Nov-25,Rajasthan
911,Pune,Pune,Onion,Other,FAQ,3407,4444,3958,27-Nov-25,Maharashtra
912,Agra,Achhnera,Onion,Other,FAQ,3607,5121,4392,27-Nov-25,Uttar Pradesh
913,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3401,4554,4092,28-Nov-25,Rajasthan
914,Pune,Pune,Onion,Other,FAQ,3587,4993,4094,28-Nov-25,Maharashtra
915,Agra,Achhnera,Onion,Other,FAQ,3473,5201,4193,28-Nov-25,Uttar Pradesh
916,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3559,4663,4199,29-Nov-25,Rajasthan
917,Pune,Pune,Onion,Other,FAQ,3769,5245,4383,29-Nov-25,Maharashtra
918,Agra,Achhnera,Onion,Other,FAQ,3366,4759,4138,29-Nov-25,Uttar Pradesh
919,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3640,5070,4159,30-Nov-25,Rajasthan
920,Pune,Pune,Onion,Other,FAQ,3515,4485,3997,30-Nov-25,Maharashtra
921,Agra,Achhnera,Onion,Other,FAQ,3608,4856,4076,30-Nov-25,Uttar Pradesh
922,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3484,4889,4284,01-Dec-25,Rajasthan
923,Pune,Pune,Onion,Other,FAQ,3674,4822,4247,01-Dec-25,Maharashtra
924,Agra,Achhnera,Onion,Other,FAQ,3683,5095,4296,01-Dec-25,Uttar Pradesh
925,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3708,4841,4247,02-Dec-25,Rajasthan
926,Pune,Pune,Onion,Other,FAQ,3716,4766,4234,02-Dec-25,Maharashtra
927,Agra,Achhnera,Onion,Other,FAQ,3696,4785,4296,02-Dec-25,Uttar Pradesh
928,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3709,4658,4169,03-Dec-25,Rajasthan
929,Pune,Pune,Onion,Other,FAQ,3614,5335,4355,03-Dec-25,Maharashtra
930,Agra,Achhnera,Onion,Other,FAQ,3495,4934,4097,03-Dec-25,Uttar Pradesh
931,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3631,4761,4049,04-Dec-25,Rajasthan
932,Pune,Pune,Onion,Other,FAQ,3444,4716,3950,04-Dec-25,Maharashtra
933,Agra,Achhnera,Onion,Other,FAQ,3608,4864,4127,04-Dec-25,Uttar Pradesh
934,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3537,4880,4191,05-Dec-25,Rajasthan
935,Pune,Pune,Onion,Other,FAQ,3688,5144,4230,05-Dec-25,Maharashtra
936,Agra,Achhnera,Onion,Other,FAQ,3809,4777,4252,05-Dec-25,Uttar Pradesh
937,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3358,4410,3946,06-Dec-25,Rajasthan
938,Pune,Pune,Onion,Other,FAQ,3435,5029,4140,06-Dec-25,Maharashtra
939,Agra,Achhnera,Onion,Other,FAQ,3439,5045,4056,06-Dec-25,Uttar Pradesh
940,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3641,4694,4228,07-Dec-25,Rajasthan
941,Pune,Pune,Onion,Other,FAQ,3369,4832,4139,07-Dec-25,Maharashtra
942,Agra,Achhnera,Onion,Other,FAQ,3241,4901,4050,07-Dec-25,Uttar Pradesh
943,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3833,5276,4360,08-Dec-25,Rajasthan
944,Pune,Pune,Onion,Other,FAQ,3542,4987,4248,08-Dec-25,Maharashtra
945,Agra,Achhnera,Onion,Other,FAQ,3552,4780,4004,08-Dec-25,Uttar Pradesh
946,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3733,5220,4288,09-Dec-25,Rajasthan
947,Pune,Pune,Onion,Other,FAQ,3415,5123,4228,09-Dec-25,Maharashtra
948,Agra,Achhnera,Onion,Other,FAQ,3557,4825,4351,09-Dec-25,Uttar Pradesh
949,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3490,5125,4201,10-Dec-25,Rajasthan
950,Pune,Pune,Onion,Other,FAQ,3546,5212,4209,10-Dec-25,Maharashtra
951,Agra,Achhnera,Onion,Other,FAQ,3850,5079,4391,10-Dec-25,Uttar Pradesh
952,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3521,5258,4272,11-Dec-25,Rajasthan
953,Pune,Pune,Onion,Other,FAQ,3445,5058,4276,11-Dec-25,Maharashtra
954,Agra,Achhnera,Onion,Other,FAQ,3856,5157,4339,11-Dec-25,Uttar Pradesh
955,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3565,4930,4258,12-Dec-25,Rajasthan
956,Pune,Pune,Onion,Other,FAQ,3324,4935,4106,12-Dec-25,Maharashtra
957,Agra,Achhnera,Onion,Other,FAQ,3642,5264,4272,12-Dec-25,Uttar Pradesh
958,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3539,5050,4391,13-Dec-25,Rajasthan
959,Pune,Pune,Onion,Other,FAQ,3353,4782,4169,13-Dec-25,Maharashtra
960,Agra,Achhnera,Onion,Other,FAQ,3539,4776,4306,13-Dec-25,Uttar Pradesh
961,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3524,4731,4134,14-Dec-25,Rajasthan
962,Pune,Pune,Onion,Other,FAQ,3548,4769,4210,14-Dec-25,Maharashtra
963,Agra,Achhnera,Onion,Other,FAQ,3680,5253,4206,14-Dec-25,Uttar Pradesh
964,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3779,4815,4297,15-Dec-25,Rajasthan
965,Pune,Pune,Onion,Other,FAQ,3408,4577,4121,15-Dec-25,Maharashtra
966,Agra,Achhnera,Onion,Other,FAQ,3550,4888,4278,15-Dec-25,Uttar Pradesh
967,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3724,4862,4362,16-Dec-25,Rajasthan
968,Pune,Pune,Onion,Other,FAQ,3447,4646,4204,16-Dec-25,Maharashtra
969,Agra,Achhnera,Onion,Other,FAQ,3607,5273,4346,16-Dec-25,Uttar Pradesh
970,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3940,5410,4399,17-Dec-25,Rajasthan
971,Pune,Pune,Onion,Other,FAQ,3738,4774,4208,17-Dec-25,Maharashtra
972,Agra,Achhnera,Onion,Other,FAQ,3707,5073,4326,17-Dec-25,Uttar Pradesh
973,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3473,5234,4209,18-Dec-25,Rajasthan
974,Pune,Pune,Onion,Other,FAQ,3752,5127,4287,18-Dec-25,Maharashtra
975,Agra,Achhnera,Onion,Other,FAQ,3563,4611,4024,18-Dec-25,Uttar Pradesh
976,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3238,4674,4045,19-Dec-25,Rajasthan
977,Pune,Pune,Onion,Other,FAQ,3531,5041,4258,19-Dec-25,Maharashtra
978,Agra,Achhnera,Onion,Other,FAQ,3695,5017,4466,19-Dec-25,Uttar Pradesh
979,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3335,4991,4058,20-Dec-25,Rajasthan
980,Pune,Pune,Onion,Other,FAQ,3620,5265,4225,20-Dec-25,Maharashtra
981,Agra,Achhnera,Onion,Other,FAQ,3283,4688,4094,20-Dec-25,Uttar Pradesh
982,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3730,5065,4208,21-Dec-25,Rajasthan
983,Pune,Pune,Onion,Other,FAQ,3873,5062,4403,21-Dec-25,Maharashtra
984,Agra,Achhnera,Onion,Other,FAQ,3645,5143,4148,21-Dec-25,Uttar Pradesh
985,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3626,5143,4226,22-Dec-25,Rajasthan
986,Pune,Pune,Onion,Other,FAQ,3576,4842,4251,22-Dec-25,Maharashtra
987,Agra,Achhnera,Onion,Other,FAQ,3606,4981,4250,22-Dec-25,Uttar Pradesh
988,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3350,4899,4049,23-Dec-25,Rajasthan
989,Pune,Pune,Onion,Other,FAQ,3329,5041,4149,23-Dec-25,Maharashtra
990,Agra,Achhnera,Onion,Other,FAQ,3708,4870,4266,23-Dec-25,Uttar Pradesh
991,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3581,4789,4286,24-Dec-25,Rajasthan
992,Pune,Pune,Onion,Other,FAQ,3625,5182,4352,24-Dec-25,Maharashtra
993,Agra,Achhnera,Onion,Other,FAQ,3554,4901,4413,24-Dec-25,Uttar Pradesh
994,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3507,5130,4278,25-Dec-25,Rajasthan
995,Pune,Pune,Onion,Other,FAQ,3854,5045,4312,25-Dec-25,Maharashtra
996,Agra,Achhnera,Onion,Other,FAQ,3401,4880,4183,25-Dec-25,Uttar Pradesh
997,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3398,4699,4020,26-Dec-25,Rajasthan
998,Pune,Pune,Onion,Other,FAQ,3599,5177,4401,26-Dec-25,Maharashtra
999,Agra,Achhnera,Onion,Other,FAQ,3889,5126,4430,26-Dec-25,Uttar Pradesh
1000,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3406,4434,3997,27-Dec-25,Rajasthan
1001,Pune,Pune,Onion,Other,FAQ,3469,4774,4144,27-Dec-25,Maharashtra
1002,Agra,Achhnera,Onion,Other,FAQ,3422,4943,4183,27-Dec-25,Uttar Pradesh
1003,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3310,4844,4120,28-Dec-25,Rajasthan
1004,Pune,Pune,Onion,Other,FAQ,3569,4626,4027,28-Dec-25,Maharashtra
1005,Agra,Achhnera,Onion,Other,FAQ,3718,5013,4262,28-Dec-25,Uttar Pradesh
1006,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3451,4675,4108,29-Dec-25,Rajasthan
1007,Pune,Pune,Onion,Other,FAQ,3431,4865,4133,29-Dec-25,Maharashtra
1008,Agra,Achhnera,Onion,Other,FAQ,3442,4931,4179,29-Dec-25,Uttar Pradesh
1009,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3414,4866,4201,30-Dec-25,Rajasthan
1010,Pune,Pune,Onion,Other,FAQ,3588,5176,4332,30-Dec-25,Maharashtra
1011,Agra,Achhnera,Onion,Other,FAQ,3408,4688,3860,30-Dec-25,Uttar Pradesh
1012,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3683,4740,4193,31-Dec-25,Rajasthan
1013,Pune,Pune,Onion,Other,FAQ,3551,4841,4171,31-Dec-25,Maharashtra
1014,Agra,Achhnera,Onion,Other,FAQ,3636,4945,4104,31-Dec-25,Uttar Pradesh
1015,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3405,5009,4112,01-Jan-26,Rajasthan
1016,Pune,Pune,Onion,Other,FAQ,3499,4900,4348,01-Jan-26,Maharashtra
1017,Agra,Achhnera,Onion,Other,FAQ,3443,4849,4157,01-Jan-26,Uttar Pradesh
1018,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3462,5043,4174,02-Jan-26,Rajasthan
1019,Pune,Pune,Onion,Other,FAQ,3667,5155,4204,02-Jan-26,Maharashtra
1020,Agra,Achhnera,Onion,Other,FAQ,3306,4787,4050,02-Jan-26,Uttar Pradesh
1021,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3542,5013,4232,03-Jan-26,Rajasthan
1022,Pune,Pune,Onion,Other,FAQ,3463,4836,4232,03-Jan-26,Maharashtra
1023,Agra,Achhnera,Onion,Other,FAQ,3595,4747,4280,03-Jan-26,Uttar Pradesh
1024,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3395,4434,4022,04-Jan-26,Rajasthan
1025,Pune,Pune,Onion,Other,FAQ,3492,4578,4063,04-Jan-26,Maharashtra
1026,Agra,Achhnera,Onion,Other,FAQ,3581,5077,4251,04-Jan-26,Uttar Pradesh
1027,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3695,4771,4138,05-Jan-26,Rajasthan
1028,Pune,Pune,Onion,Other,FAQ,3444,4678,4195,05-Jan-26,Maharashtra
1029,Agra,Achhnera,Onion,Other,FAQ,3696,4955,4133,05-Jan-26,Uttar Pradesh
1030,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3253,4662,3986,06-Jan-26,Rajasthan
1031,Pune,Pune,Onion,Other,FAQ,3451,4505,4006,06-Jan-26,Maharashtra
1032,Agra,Achhnera,Onion,Other,FAQ,3638,4959,4232,06-Jan-26,Uttar Pradesh
1033,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3416,4766,3963,07-Jan-26,Rajasthan
1034,Pune,Pune,Onion,Other,FAQ,3890,5162,4359,07-Jan-26,Maharashtra
1035,Agra,Achhnera,Onion,Other,FAQ,3603,4571,4076,07-Jan-26,Uttar Pradesh
1036,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3335,4801,4144,08-Jan-26,Rajasthan
1037,Pune,Pune,Onion,Other,FAQ,3605,5340,4346,08-Jan-26,Maharashtra
1038,Agra,Achhnera,Onion,Other,FAQ,3472,5133,4301,08-Jan-26,Uttar Pradesh
1039,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3507,5022,4022,09-Jan-26,Rajasthan
1040,Pune,Pune,Onion,Other,FAQ,3427,5017,4019,09-Jan-26,Maharashtra
1041,Agra,Achhnera,Onion,Other,FAQ,3342,4874,4031,09-Jan-26,Uttar Pradesh
1042,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3155,4862,3915,10-Jan-26,Rajasthan
1043,Pune,Pune,Onion,Other,FAQ,3718,4557,4132,10-Jan-26,Maharashtra
1044,Agra,Achhnera,Onion,Other,FAQ,3529,4811,4265,10-Jan-26,Uttar Pradesh
1045,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3622,5074,4261,11-Jan-26,Rajasthan
1046,Pune,Pune,Onion,Other,FAQ,3374,5090,4186,11-Jan-26,Maharashtra
1047,Agra,Achhnera,Onion,Other,FAQ,3510,4902,3992,11-Jan-26,Uttar Pradesh
1048,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3792,5110,4228,12-Jan-26,Rajasthan
1049,Pune,Pune,Onion,Other,FAQ,3677,4616,4163,12-Jan-26,Maharashtra
1050,Agra,Achhnera,Onion,Other,FAQ,3747,5034,4208,12-Jan-26,Uttar Pradesh
1051,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3497,5118,4097,13-Jan-26,Rajasthan
1052,Pune,Pune,Onion,Other,FAQ,3636,4908,4350,13-Jan-26,Maharashtra
1053,Agra,Achhnera,Onion,Other,FAQ,3642,5056,4111,13-Jan-26,Uttar Pradesh
1054,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3730,5166,4353,14-Jan-26,Rajasthan
1055,Pune,Pune,Onion,Other,FAQ,3364,4875,4124,14-Jan-26,Maharashtra
1056,Agra,Achhnera,Onion,Other,FAQ,3506,4924,4233,14-Jan-26,Uttar Pradesh
1057,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3652,4963,4304,15-Jan-26,Rajasthan
1058,Pune,Pune,Onion,Other,FAQ,3430,4824,3944,15-Jan-26,Maharashtra
1059,Agra,Achhnera,Onion,Other,FAQ,3694,4868,4214,15-Jan-26,Uttar Pradesh
1060,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3488,5098,4263,16-Jan-26,Rajasthan
1061,Pune,Pune,Onion,Other,FAQ,3690,4930,4357,16-Jan-26,Maharashtra
1062,Agra,Achhnera,Onion,Other,FAQ,3401,4663,4199,16-Jan-26,Uttar Pradesh
1063,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3772,5331,4326,17-Jan-26,Rajasthan
1064,Pune,Pune,Onion,Other,FAQ,3313,4800,4107,17-Jan-26,Maharashtra
1065,Agra,Achhnera,Onion,Other,FAQ,3442,4785,4109,17-Jan-26,Uttar Pradesh
1066,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3548,4696,4173,18-Jan-26,Rajasthan
1067,Pune,Pune,Onion,Other,FAQ,3300,4684,4057,18-Jan-26,Maharashtra
1068,Agra,Achhnera,Onion,Other,FAQ,3346,4502,3888,18-Jan-26,Uttar Pradesh
1069,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3426,5113,4210,19-Jan-26,Rajasthan
1070,Pune,Pune,Onion,Other,FAQ,3793,4737,4262,19-Jan-26,Maharashtra
1071,Agra,Achhnera,Onion,Other,FAQ,3552,4919,4032,19-Jan-26,Uttar Pradesh
1072,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3419,5048,4148,20-Jan-26,Rajasthan
1073,Pune,Pune,Onion,Other,FAQ,3235,4595,3875,20-Jan-26,Maharashtra
1074,Agra,Achhnera,Onion,Other,FAQ,3524,5251,4207,20-Jan-26,Uttar Pradesh
1075,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3442,4858,4232,21-Jan-26,Rajasthan
1076,Pune,Pune,Onion,Other,FAQ,3527,4876,4352,21-Jan-26,Maharashtra
1077,Agra,Achhnera,Onion,Other,FAQ,3348,4593,4168,21-Jan-26,Uttar Pradesh
1078,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3488,4674,4158,22-Jan-26,Rajasthan
1079,Pune,Pune,Onion,Other,FAQ,3371,4612,4096,22-Jan-26,Maharashtra
1080,Agra,Achhnera,Onion,Other,FAQ,3279,4510,4029,22-Jan-26,Uttar Pradesh
1081,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3343,4831,4029,23-Jan-26,Rajasthan
1082,Pune,Pune,Onion,Other,FAQ,3379,4405,3957,23-Jan-26,Maharashtra
1083,Agra,Achhnera,Onion,Other,FAQ,3597,4782,4037,23-Jan-26,Uttar Pradesh
1084,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3451,4722,4196,24-Jan-26,Rajasthan
1085,Pune,Pune,Onion,Other,FAQ,3637,5000,4157,24-Jan-26,Maharashtra
1086,Agra,Achhnera,Onion,Other,FAQ,3565,4533,4114,24-Jan-26,Uttar Pradesh
1087,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3581,4927,4093,25-Jan-26,Rajasthan
1088,Pune,Pune,Onion,Other,FAQ,3452,4348,3940,25-Jan-26,Maharashtra
1089,Agra,Achhnera,Onion,Other,FAQ,3538,5104,4279,25-Jan-26,Uttar Pradesh
1090,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3541,4939,4383,26-Jan-26,Rajasthan
1091,Pune,Pune,Onion,Other,FAQ,3808,5067,4246,26-Jan-26,Maharashtra
1092,Agra,Achhnera,Onion,Other,FAQ,3489,5275,4263,26-Jan-26,Uttar Pradesh
1093,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3790,4888,4342,27-Jan-26,Rajasthan
1094,Pune,Pune,Onion,Other,FAQ,3892,5078,4391,27-Jan-26,Maharashtra
1095,Agra,Achhnera,Onion,Other,FAQ,3759,5338,4376,27-Jan-26,Uttar Pradesh
1096,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3302,4764,4074,28-Jan-26,Rajasthan
1097,Pune,Pune,Onion,Other,FAQ,3356,5128,4164,28-Jan-26,Maharashtra
1098,Agra,Achhnera,Onion,Other,FAQ,3864,5211,4323,28-Jan-26,Uttar Pradesh
1099,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3750,4832,4297,29-Jan-26,Rajasthan
1100,Pune,Pune,Onion,Other,FAQ,3396,4930,4004,29-Jan-26,Maharashtra
1101,Agra,Achhnera,Onion,Other,FAQ,3256,4995,4068,29-Jan-26,Uttar Pradesh
1102,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3838,4806,4346,30-Jan-26,Rajasthan
1103,Pune,Pune,Onion,Other,FAQ,3649,5183,4340,30-Jan-26,Maharashtra
1104,Agra,Achhnera,Onion,Other,FAQ,3302,4869,4085,30-Jan-26,Uttar Pradesh
1105,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3740,5194,4265,31-Jan-26,Rajasthan
1106,Pune,Pune,Onion,Other,FAQ,3656,4751,4273,31-Jan-26,Maharashtra
1107,Agra,Achhnera,Onion,Other,FAQ,3839,4867,4333,31-Jan-26,Uttar Pradesh
1108,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3895,4842,4355,01-Feb-26,Rajasthan
1109,Pune,Pune,Onion,Other,FAQ,3599,5073,4095,01-Feb-26,Maharashtra
1110,Agra,Achhnera,Onion,Other,FAQ,3510,4426,3995,01-Feb-26,Uttar Pradesh
1111,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3587,5209,4360,02-Feb-26,Rajasthan
1112,Pune,Pune,Onion,Other,FAQ,3445,4569,4108,02-Feb-26,Maharashtra
1113,Agra,Achhnera,Onion,Other,FAQ,3468,4954,4208,02-Feb-26,Uttar Pradesh
1114,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3342,4549,4106,03-Feb-26,Rajasthan
1115,Pune,Pune,Onion,Other,FAQ,3606,4687,4053,03-Feb-26,Maharashtra
1116,Agra,Achhnera,Onion,Other,FAQ,3622,5116,4149,03-Feb-26,Uttar Pradesh
1117,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3755,4838,4311,04-Feb-26,Rajasthan
1118,Pune,Pune,Onion,Other,FAQ,3504,4650,4079,04-Feb-26,Maharashtra
1119,Agra,Achhnera,Onion,Other,FAQ,3652,5245,4267,04-Feb-26,Uttar Pradesh
1120,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3460,4657,4146,05-Feb-26,Rajasthan
1121,Pune,Pune,Onion,Other,FAQ,3434,4934,4210,05-Feb-26,Maharashtra
1122,Agra,Achhnera,Onion,Other,FAQ,3514,5230,4237,05-Feb-26,Uttar Pradesh
1123,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3631,5309,4354,06-Feb-26,Rajasthan
1124,Pune,Pune,Onion,Other,FAQ,3799,5153,4269,06-Feb-26,Maharashtra
1125,Agra,Achhnera,Onion,Other,FAQ,3497,4738,4073,06-Feb-26,Uttar Pradesh
1126,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3507,5056,4270,07-Feb-26,Rajasthan
1127,Pune,Pune,Onion,Other,FAQ,3596,4776,4069,07-Feb-26,Maharashtra
1128,Agra,Achhnera,Onion,Other,FAQ,3277,4594,3932,07-Feb-26,Uttar Pradesh
