Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date,State
286,Jaipur,Jaipur (F&V),Onion,Other,FAQ,900,1200,1050,31-Mar-21,
287,Jaipur,Jaipur (F&V),Onion,Other,FAQ,900,1600,1250,18-Jul-23,
288,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1600,1300,28-Sep-22,
289,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1700,1350,03-May-24,
290,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1700,1350,22-Mar-24,
291,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1800,1400,14-May-24,
292,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1800,1400,28-Mar-25,
293,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,2000,1500,21-Nov-22,
294,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1200,2000,1600,30-Dec-22,
295,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1200,2500,1850,01-Dec-22,
296,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1300,1900,1600,18-Apr-24,
297,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1300,2000,1650,14-Oct-22,
298,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1400,2200,1800,13-Jun-24,
299,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2200,1850,11-Oct-22,
300,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2300,1900,14-Sep-23,
301,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,03-Jan-25,
302,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,05-Mar-24,
303,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,11-Mar-25,
304,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,12-Sep-23,
305,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,19-Dec-24,
306,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2000,3500,2750,12-Nov-24,
307,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2200,3200,2700,14-Feb-25,
308,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3200,2850,15-Jul-24,
309,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3400,2950,05-Aug-24,
310,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3500,3000,18-Jul-24,
311,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3500,3000,23-Nov-23,
312,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,4500,3500,09-Jan-20,
313,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,4500,3500,25-Oct-24,
314,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,5200,3850,08-Nov-24,
315,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,4500,3750,09-Nov-23,
316,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,4500,3750,09-Oct-24,
317,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,4500,3750,10-Jan-20,
318,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3500,4500,4000,07-Oct-24,
319,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3500,5000,4250,18-Oct-24,
320,Jaipur,Jaipur (F&V),Onion,Other,FAQ,700,1200,950,28-May-25,
321,Jaipur,Jaipur (F&V),Onion,Other,FAQ,700,1600,1150,28-Jun-23,
322,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1600,1200,09-May-25,
323,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1600,1200,19-Sep-22,
324,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1600,1200,23-Apr-25,
325,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1800,1300,12-Jun-25,
326,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1800,1300,20-Jun-25,
327,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1800,1400,27-May-24,
328,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,2000,1500,18-Nov-22,
329,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,2200,1600,06-Mar-20,
330,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1200,2500,1850,29-Nov-22,
331,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1400,2500,1950,20-Feb-20,
332,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2300,1900,18-Sep-23,
333,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,13-Mar-21,
334,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,15-Dec-23,
335,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,22-Jan-25,
336,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2600,2050,06-Sep-23,
337,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2700,2100,10-Jan-25,
338,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,3000,2250,09-Mar-22,
339,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,3000,2250,22-Feb-22,
340,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1600,2500,2050,20-Oct-22,
341,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1600,2500,2050,31-Jan-25,
342,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1700,2700,2200,07-Mar-25,
343,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1800,2800,2300,05-Mar-25,
344,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2000,3000,2500,31-Dec-24,
345,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3200,2850,24-Jul-24,
346,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3500,3000,05-Jul-24,
347,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3500,3000,13-Nov-24,
348,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2700,3400,3050,07-Aug-24,
349,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,4500,3750,02-Nov-23,
350,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,5000,4000,04-Nov-24,
351,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,5000,4000,27-Oct-23,
352,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,5200,4100,07-Nov-24,
353,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3500,4500,4000,04-Oct-24,
354,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3500,4500,4000,12-Sep-24,
355,Jaipur,Jaipur (F&V),Onion,Other,FAQ,500,2500,1500,30-Nov-21,
356,Jaipur,Jaipur (F&V),Onion,Other,FAQ,600,1200,900,23-Jun-23,
357,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1400,1100,30-Jun-23,
358,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1500,1150,06-May-25,
359,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1800,1300,01-Aug-25,
360,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1800,1300,08-Feb-24,
361,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1900,1350,15-Jul-25,
362,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,2000,1400,01-Jul-25,
363,Jaipur,Jaipur (F&V),Onion,Other,FAQ,900,1750,1325,19-Jul-23,
364,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1600,1300,26-Dec-22,
365,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1600,1300,30-Sep-22,
366,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1700,1350,09-Nov-22,
367,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1700,1350,12-Dec-22,
368,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1800,1400,13-May-24,
369,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,2000,1500,25-Mar-25,
370,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,2000,1500,31-May-24,
371,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1100,1400,1250,27-Jan-23,
372,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1200,2000,1600,08-May-24,
373,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1200,2200,1700,26-Feb-24,
374,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1200,2500,1850,27-Feb-24,
375,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1300,2000,1650,12-Apr-24,
376,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2200,1850,01-Mar-24,
377,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,09-Mar-21,
378,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,28-Jan-21,
379,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2600,2050,03-Oct-23,
380,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1800,2200,2000,19-Feb-24,
381,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1800,2500,2150,03-Nov-21,
382,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2000,3500,2750,21-Oct-21,
383,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2000,3500,2750,29-Jan-20,
384,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3200,2850,19-Jul-24,
385,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3300,2900,02-Aug-24,
386,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3300,2900,23-Jul-24,
387,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3400,2950,22-Jul-24,
388,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3500,3000,11-Feb-21,
389,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3500,3000,27-Nov-24,
390,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2700,3500,3100,06-Aug-24,
391,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,4800,3900,28-Nov-23,
392,Jaipur,Jaipur (F&V),Onion,Other,FAQ,400,800,600,04-Jun-20,
393,Jaipur,Jaipur (F&V),Onion,Other,FAQ,500,1300,900,25-Apr-22,
394,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1000,900,08-Apr-21,
395,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1800,1300,12-Feb-24,
396,Jaipur,Jaipur (F&V),Onion,Other,FAQ,850,1650,1250,25-Jul-23,
397,Jaipur,Jaipur (F&V),Onion,Other,FAQ,850,1650,1250,28-Jul-23,
398,Jaipur,Jaipur (F&V),Onion,Other,FAQ,900,1800,1350,15-Nov-22,
399,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1700,1350,20-May-24,
400,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,2500,1750,06-Dec-21,
401,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1100,2200,1650,20-Feb-24,
402,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1200,2200,1700,12-Mar-25,
403,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1300,2000,1650,09-Apr-24,
404,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1300,2000,1650,10-Oct-22,
405,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1400,2400,1900,17-Feb-20,
406,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2000,1750,22-Jan-24,
407,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,01-Nov-21,
408,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,11-Sep-23,
409,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,15-Mar-21,
410,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,17-Mar-21,
411,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,24-Aug-23,
412,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,27-Dec-23,
413,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,29-Aug-23,
414,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1700,2700,2200,21-Jan-25,
415,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2000,2500,2250,17-Dec-24,
416,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2000,3000,2500,02-Jan-25,
417,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2000,3000,2500,19-Jun-24,
418,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2000,3000,2500,20-Jun-24,
419,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2000,3000,2500,30-Dec-24,
420,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2000,3500,2750,18-Jan-21,
421,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3000,2750,28-Jun-24,
422,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3200,2850,26-Jul-24,
423,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3500,3000,10-Jul-24,
424,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3500,3000,24-Nov-23,
425,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3800,3150,12-Dec-24,
426,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,3500,3250,23-Sep-20,
427,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,4000,3500,04-Dec-24,
428,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,4200,3600,03-Sep-24,
429,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,4500,3750,11-Nov-24,
430,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,4500,3750,16-Oct-24,
431,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,4500,3750,20-Nov-23,
432,Jaipur,Jaipur (F&V),Onion,Other,FAQ,600,1000,800,05-Jun-23,
433,Jaipur,Jaipur (F&V),Onion,Other,FAQ,600,1200,900,27-May-25,
434,Jaipur,Jaipur (F&V),Onion,Other,FAQ,700,1100,900,19-Jun-23,
435,Jaipur,Jaipur (F&V),Onion,Other,FAQ,700,1400,1050,15-May-25,
436,Jaipur,Jaipur (F&V),Onion,Other,FAQ,700,1400,1050,16-May-25,
437,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,950,875,09-Apr-21,
438,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1600,1200,02-May-25,
439,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1740,1270,20-Jul-23,
440,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1800,1300,17-Jul-25,
441,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1800,1300,28-Jul-25,
442,Jaipur,Jaipur (F&V),Onion,Other,FAQ,900,1800,1350,04-Nov-22,
443,Jaipur,Jaipur (F&V),Onion,Other,FAQ,900,2000,1450,25-Jun-25,
444,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1500,1250,17-Jan-23,
445,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1700,1350,29-Apr-24,
446,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1800,1400,26-Mar-25,
447,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,2000,1500,23-May-24,
448,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,2000,1500,26-Dec-24,
449,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,2000,1500,27-Dec-24,
450,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,2100,1550,24-Nov-22,
451,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1100,1700,1400,13-Jan-23,
452,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1200,2000,1600,02-Apr-24,
453,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1200,2100,1650,18-Mar-25,
454,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1250,2100,1675,07-Dec-22,
455,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1250,2100,1675,08-Dec-22,
456,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1400,1900,1650,16-Apr-24,
457,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1400,2200,1800,06-Jun-24,
458,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2000,1750,18-Jan-24,
459,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,31-Aug-23,
460,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2600,2050,05-Oct-23,
461,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2600,2050,13-Jan-25,
462,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2600,2050,15-Jan-25,
463,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,3000,2250,02-Mar-22,
464,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2400,3700,3050,26-Jun-24,
465,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3200,2850,01-Aug-24,
466,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3500,3000,16-Dec-24,
467,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3800,3150,04-Dec-23,
468,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3800,3150,13-Dec-24,
469,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,4000,3250,20-Oct-23,
470,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,4200,3600,01-Dec-23,
471,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,5000,4000,25-Oct-23,
472,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,5500,4250,21-Oct-20,
473,Jaipur,Jaipur (F&V),Onion,Other,FAQ,600,1200,900,10-May-23,
474,Jaipur,Jaipur (F&V),Onion,Other,FAQ,700,1200,950,13-Jun-23,
475,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1000,900,18-Aug-20,
476,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1200,1000,24-Mar-21,
477,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1200,1000,25-Mar-21,
478,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1800,1300,16-Jul-25,
479,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1800,1300,24-Mar-22,
480,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1900,1350,10-Jul-25,
481,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,2000,1400,13-Jun-25,
482,Jaipur,Jaipur (F&V),Onion,Other,FAQ,900,1600,1250,26-Jul-23,
483,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1700,1350,02-Feb-24,
484,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1700,1350,06-Oct-22,
485,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1800,1400,22-Apr-24,
486,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,2100,1550,29-May-24,
487,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,2200,1600,08-Jan-24,
488,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,2200,1600,22-Nov-22,
489,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1050,1500,1275,29-Sep-22,
490,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1100,1800,1450,04-Jan-23,
491,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1200,2100,1650,03-Jun-24,
492,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1200,2100,1650,17-Mar-25,
493,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1200,2200,1700,06-May-24,
494,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1400,2400,2000,14-Feb-22,
495,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2000,1750,04-Apr-24,
496,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,12-Mar-21,
497,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2600,2050,05-Sep-23,
498,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1600,2500,2050,03-Feb-25,
499,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1700,2500,2100,20-Jan-25,
500,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2000,3500,2750,05-Mar-21,
501,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2000,3500,2750,28-Oct-21,
502,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2200,3000,2600,08-Oct-20,
503,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2200,3200,2700,18-Feb-25,
504,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3300,2900,31-Jul-24,
505,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3400,2950,09-Jul-24,
506,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3500,3000,17-Feb-25,
507,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,4000,3250,02-Dec-24,
508,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,4500,3500,05-Nov-24,
509,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,4000,3500,13-Jan-20,
510,Jaipur,Jaipur (F&V),Onion,Other,FAQ,500,1500,1000,28-Dec-23,
511,Jaipur,Jaipur (F&V),Onion,Other,FAQ,600,1100,850,13-Apr-23,
512,Jaipur,Jaipur (F&V),Onion,Other,FAQ,700,1400,1050,21-May-25,
513,Jaipur,Jaipur (F&V),Onion,Other,FAQ,700,1500,1100,07-Jul-23,
514,Jaipur,Jaipur (F&V),Onion,Other,FAQ,700,1700,1200,03-Jun-25,
515,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1600,1200,13-May-25,
516,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1600,1200,13-Sep-22,
517,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1750,1275,21-Jul-23,
518,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1800,1300,08-Apr-25,
519,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1800,1300,19-Jun-25,
520,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,2000,1400,09-Jul-25,
521,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1400,1200,18-Mar-21,
522,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,2000,1500,24-Mar-25,
523,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,3000,2000,04-Jan-24,
524,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1100,1800,1450,06-Jan-23,
525,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1350,2100,1725,28-Jul-21,
526,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1400,2100,1750,17-Aug-21,
527,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2000,1750,03-Apr-24,
528,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2000,1750,18-Mar-24,
529,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,12-Jun-24,
530,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,17-Jan-25,
531,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2600,2050,04-Oct-23,
532,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,3000,2250,25-Feb-22,
533,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1800,2800,2300,27-Feb-25,
534,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2000,4000,3000,20-Jan-20,
535,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2200,3000,2600,20-Feb-25,
536,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3500,3000,18-Feb-21,
537,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3500,3000,19-Feb-21,
538,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3800,3150,05-Dec-23,
539,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3800,3150,06-Dec-24,
540,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3800,3150,10-Dec-24,
541,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,4000,3500,03-Dec-24,
542,Jaipur,Jaipur (F&V),Onion,Other,FAQ,4000,5000,4500,24-Sep-24,
543,Jaipur,Jaipur (F&V),Onion,Other,FAQ,400,900,750,15-May-20,
544,Jaipur,Jaipur (F&V),Onion,Other,FAQ,500,1200,850,30-May-25,
545,Jaipur,Jaipur (F&V),Onion,Other,FAQ,600,1800,1200,06-Jun-25,
546,Jaipur,Jaipur (F&V),Onion,Other,FAQ,700,1500,1100,27-Jun-23,
547,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1600,1200,17-Apr-25,
548,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1600,1200,20-Sep-22,
549,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1800,1300,13-Feb-24,
550,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1800,1300,18-Jul-25,
551,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1800,1300,21-Jul-25,
552,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,1900,1350,10-Jul-23,
553,Jaipur,Jaipur (F&V),Onion,Other,FAQ,800,2000,1400,07-Jul-25,
554,Jaipur,Jaipur (F&V),Onion,Other,FAQ,900,2000,1450,30-Jul-25,
555,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1500,1250,19-Mar-21,
556,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1800,1400,21-May-24,
557,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1800,1400,26-Mar-24,
558,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1810,1405,08-Aug-23,
559,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,1900,1450,23-Feb-24,
560,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1000,2000,1500,15-Mar-24,
561,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1050,2400,1725,03-Nov-22,
562,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1100,1700,1400,12-Jan-23,
563,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1100,1800,1450,21-Feb-24,
564,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1100,2200,1650,07-May-24,
565,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1200,2000,1600,19-Mar-25,
566,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1200,2500,1850,05-Dec-22,
567,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,13-Dec-23,
568,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,18-Dec-23,
569,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,18-Dec-24,
570,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2500,2000,29-Dec-23,
571,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2600,2050,04-Sep-23,
572,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2600,2050,21-Sep-23,
573,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,2800,2150,16-Aug-23,
574,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1500,3000,2250,06-Oct-23,
575,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1600,2100,1850,13-Jul-21,
576,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1700,2500,2100,24-Jan-25,
577,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1700,3000,2350,17-Oct-23,
